
Memory Usage at After Clearing GPU Memory:
  Allocated: 0.00 GiB
  Reserved: 0.00 GiB
  Free: 11.35 GiB
  Total: 11.35 GiB

Memory Usage at After Loading Base Model:
  Allocated: 6.43 GiB
  Reserved: 7.22 GiB
  Free: 4.93 GiB
  Total: 11.35 GiB

Memory Usage at After Applying LoRA:
  Allocated: 6.44 GiB
  Reserved: 7.23 GiB
  Free: 4.91 GiB
  Total: 11.35 GiB
{'loss': 3.9301, 'grad_norm': 3.4515719413757324, 'learning_rate': 9.947397563676634e-05, 'epoch': 0.04}
ROUGE-L Score: 57.14%
BERTScore: 86.78%

Input: Category: music, Subcategory: volume, Action: adjustvolume, Sentence: Tweak volume in two hours
Expected: Volume will be adjusted in two hours.
Generated: Volume will be adjusted in 2 hours
ROUGE-L Score: 85.71%
BERTScore: 98.69%

Input: Category: music, Subcategory: song, Action: check, Sentence: Monitor song
Expected: Song monitored
Generated: Song monitored.
ROUGE-L Score: 100.00%
BERTScore: 98.30%

Input: Category: music, Subcategory: volume, Action: check, Sentence: Check volume level in 25 minutes
Expected: Volume level will be checked in 25 minutes.
Generated: 1:25: Volume level will be reviewed then.
ROUGE-L Score: 50.00%
BERTScore: 89.04%

Input: Category: music, Subcategory: podcast, Action: play, Sentence: Start podcast in thirty minutes
Expected: Podcast episode will start in thirty minutes.
Generated: 30 minutes
ROUGE-L Score: 22.22%
BERTScore: 86.45%

Input: Category: music, Subcategory: playlist, Action: delete, Sentence: Delete playlist immediately
Expected: Playlist deleted immediately
Generated: Playlist deleted immediately.
ROUGE-L Score: 100.00%
BERTScore: 98.62%

Input: Category: camera, Subcategory: library, Action: on, Sentence: Power on library camera
Expected: Library camera powered on
Generated: Library camera powered on.
ROUGE-L Score: 100.00%
BERTScore: 98.72%

Input: Category: shutters, Subcategory: bathroom, Action: up, Sentence: Open bathroom shutters at 8 AM
Expected: Bathroom shutters will be opened at 8 AM.
Generated: Shutters will be opened at eight AM.
ROUGE-L Score: 80.00%
BERTScore: 93.60%

Input: Category: shutters, Subcategory: bathroom, Action: down, Sentence: Lower bathroom blinds
Expected: Blinds lowered
Generated: Blinds lowered in the bathroom.
ROUGE-L Score: 57.14%
BERTScore: 90.55%

Input: Category: lights, Subcategory: random, Action: on, Sentence: Activate all random lights
Expected: All random lights activated
Generated: Random lights activated.
ROUGE-L Score: 85.71%
BERTScore: 94.82%

Input: Category: music, Subcategory: ambient, Action: stop, Sentence: End ambient music at 9 PM
Expected: Ambient music will stop at 9 PM.
Generated: Ambient music will stop at nine PM.
ROUGE-L Score: 85.71%
BERTScore: 99.23%

Input: Category: shutters, Subcategory: toilet, Action: up, Sentence: Lift toilet blinds in 15 minutes
Expected: Toilet blinds will be lifted in 15 minutes.
Generated: Toilet blinds will be lifted in fifteen minutes
ROUGE-L Score: 87.50%
BERTScore: 98.91%

Input: Category: camera, Subcategory: backyard, Action: on, Sentence: Switch on backyard camera
Expected: Backyard camera switched on
Generated: Backyard camera switched on.
ROUGE-L Score: 100.00%
BERTScore: 98.77%

Input: Category: music, Subcategory: podcast, Action: play, Sentence: Start podcast "tomorrow, June 7"
Expected: Podcast will start tomorrow.
Generated: Next podcast episode will start tomorrow.
ROUGE-L Score: 80.00%
BERTScore: 93.88%

Input: Category: music, Subcategory: podcast, Action: skip, Sentence: Move to next podcast
Expected: Next podcast moved
Generated: Next podcast started.
ROUGE-L Score: 66.67%
BERTScore: 93.10%

Input: Category: camera, Subcategory: none, Action: statusquery, Sentence: Check camera system status in 15 minutes
Expected: Camera system status will be checked in 15 minutes.
Generated: 2024:15:02: Camera system will be reviewed at that time.
ROUGE-L Score: 40.00%
BERTScore: 87.88%

Input: Category: lights, Subcategory: kitchen, Action: off, Sentence: Extinguish kitchen lighting
Expected: Kitchen lighting extinguished
Generated: Kitchen lighting extinguished
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: shutters, Subcategory: cellar, Action: down, Sentence: Lower shutters in one hour
Expected: Cellar shutters will be lowered in one hour.
Generated: Shutters will be lowered in 1 hour
ROUGE-L Score: 80.00%
BERTScore: 92.99%

Input: Category: camera, Subcategory: backyard, Action: statusquery, Sentence: Check backyard camera status
Expected: Backyard camera status retrieved
Generated: Backyard camera details displayed
ROUGE-L Score: 50.00%
BERTScore: 95.78%

Input: Category: lights, Subcategory: kitchen, Action: on, Sentence: Illuminate the kitchen tomorrow
Expected: Turning on the kitchen lights tomorrow.
Generated: All kitchen lights will be turned on tomorrow.
ROUGE-L Score: 42.86%
BERTScore: 94.47%

Input: Category: shutters, Subcategory: none, Action: up, Sentence: Lift all shades tonight
Expected: All shades lifted tonight.
Generated: All shades lifted tonight.
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: music, Subcategory: multisource, Action: sync, Sentence: Synchronize audio sources "next Monday, June 9"
Expected: Sources will be synchronized next Monday.
Generated: All sources will be synchronized next Monday.
ROUGE-L Score: 92.31%
BERTScore: 97.09%

Input: Category: camera, Subcategory: basement, Action: on, Sentence: Start basement camera next Wednesday June 11
Expected: Basement camera will start next Wednesday next Wednesday June 11.
Generated: Basement camera will start next week.
ROUGE-L Score: 62.50%
BERTScore: 94.39%

Input: Category: music, Subcategory: source, Action: switchsource, Sentence: Update source now
Expected: Source updated now
Generated: source updated now.
ROUGE-L Score: 100.00%
BERTScore: 98.41%

Input: Category: camera, Subcategory: attic, Action: statusquery, Sentence: Monitor attic feed at eight o'clock
Expected: Attic feed will be monitored at eight o'clock.
Generated: 8:08: Attic feed status will be reviewed at that time.
ROUGE-L Score: 50.00%
BERTScore: 87.43%

Input: Category: music, Subcategory: voicecontrol, Action: disable, Sentence: Disable voice commands
Expected: Voice commands disabled
Generated: Voice commands disabled.
ROUGE-L Score: 100.00%
BERTScore: 99.39%

Input: Category: music, Subcategory: playlist, Action: shuffle, Sentence: Shuffle playlist now
Expected: Playlist shuffled now
Generated: Playlist shuffled now.
ROUGE-L Score: 100.00%
BERTScore: 98.56%

Input: Category: shutters, Subcategory: none, Action: statusquery, Sentence: Avoid adjusting shutters tomorrow, June 7
Expected: Shutters will not be adjusted tomorrow.
Generated: Shutters will not be adjusted tomorrow.
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: camera, Subcategory: cellar, Action: statusquery, Sentence: Evaluate cellar camera status
Expected: Camera status evaluated
Generated: Cellar status evaluated.
ROUGE-L Score: 66.67%
BERTScore: 94.76%

Input: Category: camera, Subcategory: dining room, Action: statusquery, Sentence: Probe dining room camera logs
Expected: dining room Logs probed.
Generated: Logs probed successfully
ROUGE-L Score: 57.14%
BERTScore: 88.52%

Input: Category: camera, Subcategory: none, Action: on, Sentence: Turn all cameras on
Expected: All cameras on
Generated: All cameras turned on.
ROUGE-L Score: 85.71%
BERTScore: 93.86%

Input: Category: camera, Subcategory: all, Action: on, Sentence: Activate all cameras
Expected: All cameras turned on
Generated: All cameras activated.
ROUGE-L Score: 57.14%
BERTScore: 95.87%

Input: Category: camera, Subcategory: all, Action: statusquery, Sentence: Verify all camera feeds at 2 PM
Expected: All camera feeds will be checked at 2 PM.
Generated: 1 PM: All camera status will be reviewed at that time
ROUGE-L Score: 50.00%
BERTScore: 90.71%

Input: Category: music, Subcategory: volume, Action: unmute, Sentence: Activate audio
Expected: Audio activated
Generated: Audio activated
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: camera, Subcategory: cellar, Action: on, Sentence: Activate cellar surveillance in 30 minutes
Expected: Cellar camera will start in 30 minutes.
Generated: Cellar camera will start in thirty minutes.
ROUGE-L Score: 85.71%
BERTScore: 99.28%

Input: Category: music, Subcategory: sleeptimer, Action: set, Sentence: Start timer now
Expected: Timer started now
Generated: Timer started now.
ROUGE-L Score: 100.00%
BERTScore: 98.97%

Input: Category: camera, Subcategory: library, Action: on, Sentence: Enable library camera feed
Expected: Library camera feed enabled
Generated: Library feed enabled
ROUGE-L Score: 85.71%
BERTScore: 95.99%

Input: Category: music, Subcategory: volume, Action: adjustvolume, Sentence: Tune volume now
Expected: Volume tuned now
Generated: Volume tuned now.
ROUGE-L Score: 100.00%
BERTScore: 98.67%

Input: Category: music, Subcategory: device, Action: volumesync, Sentence: Set volume for all music devices to 20 Percent
Expected: All devices volume adjusted to 20 percent.
Generated: All devices volume adjusted to20 percent.
ROUGE-L Score: 76.92%
BERTScore: 97.21%

Input: Category: music, Subcategory: schedule, Action: cancel, Sentence: Cancel the scheduled music for tomorrow
Expected: Music schedule for tomorrow canceled.
Generated: Music will not play tomorrow.
ROUGE-L Score: 40.00%
BERTScore: 90.06%

Input: Category: camera, Subcategory: basement, Action: statusquery, Sentence: Inspect basement camera performance
Expected: Performance inspected
Generated: Performance inspected.
ROUGE-L Score: 100.00%
BERTScore: 98.01%

Input: Category: camera, Subcategory: attic, Action: statusquery, Sentence: Is the attic camera feed live?
Expected: Attic camera feed is live
Generated: Attic feed is live now.
ROUGE-L Score: 80.00%
BERTScore: 91.71%

Input: Category: shutters, Subcategory: library, Action: up, Sentence: Lift library shutters
Expected: Library shutters lifted
Generated: Shutters lifted in the library.
ROUGE-L Score: 50.00%
BERTScore: 88.74%

Input: Category: camera, Subcategory: library, Action: statusquery, Sentence: Assess activity at 9 PM
Expected: Activity will be assessed at 9 PM
Generated: Camera activity will be assessed then.
ROUGE-L Score: 61.54%
BERTScore: 91.38%

Input: Category: music, Subcategory: device, Action: volumesync, Sentence: Sync audio levels for bedroom and kitchen devices
Expected: Volume synced for bedroom and kitchen.
Generated: Volume levels synced.
ROUGE-L Score: 44.44%
BERTScore: 91.59%

Input: Category: lights, Subcategory: cellar, Action: off, Sentence: Turn off cellar lights
Expected: Cellar lights turned off
Generated: Cellar lights turned off.
ROUGE-L Score: 100.00%
BERTScore: 98.84%

Input: Category: lights, Subcategory: dining room, Action: on, Sentence: Turn on dining room lights in 15 minutes
Expected: Dining room lights will be turned on in 15 minutes.
Generated: Dining room lighting will activate in fifteen minutes.
ROUGE-L Score: 66.67%
BERTScore: 96.29%

Input: Category: lights, Subcategory: none, Action: statusquery, Sentence: Lights system check
Expected: lights system details retrieved.
Generated: System reviewed
ROUGE-L Score: 33.33%
BERTScore: 87.15%

Input: Category: camera, Subcategory: bathroom, Action: statusquery, Sentence: Inspect bathroom camera performance
Expected: Performance inspected
Generated: Camera performance inspected.
ROUGE-L Score: 80.00%
BERTScore: 91.52%

Input: Category: lights, Subcategory: attic, Action: on, Sentence: Turn on attic lighting
Expected: Attic lighting turned on
Generated: Attic lighting turned on.
ROUGE-L Score: 100.00%
BERTScore: 98.60%

Input: Category: music, Subcategory: volume, Action: mute, Sentence: Quiet music now
Expected: Music quieted now
Generated: music quieted now  for the day.
ROUGE-L Score: 66.67%
BERTScore: 90.82%

Input: Category: music, Subcategory: voicecontrol, Action: check, Sentence: Inspect voice control at 8 PM
Expected: Voice control status will be checked at 8 PM.
Generated: Voice control status will be reviewed at eight PM
ROUGE-L Score: 77.78%
BERTScore: 97.38%

Input: Category: shutters, Subcategory: bathroom, Action: down, Sentence: Drop bathroom shades
Expected: Shades dropped
Generated: Shades dropped for bathroom.
ROUGE-L Score: 66.67%
BERTScore: 91.88%

Input: Category: lights, Subcategory: attic, Action: on, Sentence: Enable attic lights at 9 PM
Expected: Attic lights will be turned on at 9 PM.
Generated: Attic lights will be turned on at nine PM.
ROUGE-L Score: 88.89%
BERTScore: 99.45%

Input: Category: shutters, Subcategory: library, Action: down, Sentence: Lower library blinds
Expected: Blinds lowered
Generated: Blinds lowered in the library.
ROUGE-L Score: 57.14%
BERTScore: 92.12%

Input: Category: music, Subcategory: podcast, Action: play, Sentence: Launch podcast at 9 PM
Expected: Podcast episode will start at 9 PM.
Generated: Podcast will start at nine PM.
ROUGE-L Score: 76.92%
BERTScore: 96.00%

Input: Category: lights, Subcategory: basement, Action: off, Sentence: Extinguish basement lights
Expected: Basement lights extinguished
Generated: Basement lights extinguished
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: shutters, Subcategory: kitchen, Action: up, Sentence: Lift shutters immediately
Expected: Shutters lifted immediately
Generated: Shutters lifted immediately in the kitchen
ROUGE-L Score: 66.67%
BERTScore: 95.68%

Input: Category: lights, Subcategory: random, Action: off, Sentence: Stop random lighting
Expected: Random lighting stopped
Generated: Random lighting stopped.
ROUGE-L Score: 100.00%
BERTScore: 97.21%

Input: Category: music, Subcategory: artist, Action: check, Sentence: Is the artist performing now?
Expected: Artist performing now.
Generated: Artist is currently performing.
ROUGE-L Score: 57.14%
BERTScore: 91.68%

Input: Category: shutters, Subcategory: toilet, Action: down, Sentence: Close toilet shutters at 8 PM
Expected: Toilet shutters will be closed at 8 PM.
Generated: Toilets will be shutted at eight PM
ROUGE-L Score: 66.67%
BERTScore: 92.37%

Input: Category: shutters, Subcategory: basement, Action: up, Sentence: Open basement shades
Expected: Shades opened
Generated: Shades opened for basement.
ROUGE-L Score: 66.67%
BERTScore: 91.04%

Input: Category: shutters, Subcategory: toilet, Action: down, Sentence: Close blinds after 15 minutes
Expected: Blinds will be closed after 15 minutes.
Generated: Blinds will be closed shortly.
ROUGE-L Score: 66.67%
BERTScore: 94.68%

Input: Category: music, Subcategory: voicecontrol, Action: disable, Sentence: Turn off voice control "tomorrow, June 7"
Expected: Voice control will be disabled tomorrow.
Generated: Voice control will be disabled tomorrow.
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: lights, Subcategory: living room, Action: off, Sentence: Switch off living room lights
Expected: Living room lights switched off
Generated: Living room  lights  switched off.
ROUGE-L Score: 100.00%
BERTScore: 94.50%

Input: Category: music, Subcategory: device, Action: switchdevice, Sentence: Switch to outdoor speaker now
Expected: Music switched to outdoor speaker.
Generated: Music switched to outside speaker.
ROUGE-L Score: 80.00%
BERTScore: 97.92%

Input: Category: camera, Subcategory: cellar, Action: statusquery, Sentence: Assess status now
Expected: Status assessed now
Generated: Status assessed now.
ROUGE-L Score: 100.00%
BERTScore: 98.41%

Input: Category: lights, Subcategory: bathroom, Action: on, Sentence: Is the light on in the bathroom?
Expected: Yes, the bathroom light is on.
Generated: The bathroom light is on.
ROUGE-L Score: 90.91%
BERTScore: 96.86%

Input: Category: shutters, Subcategory: kitchen, Action: statusquery, Sentence: Inspect blinds for today
Expected: Blinds inspected for today.
Generated: Blind inspection completed today.
ROUGE-L Score: 75.00%
BERTScore: 92.09%

Input: Category: lights, Subcategory: toilet, Action: off, Sentence: Power down toilet lighting next week
Expected: Toilet lighting will be powered down next week
Generated: Toilet lighting will power down.
ROUGE-L Score: 76.92%
BERTScore: 94.72%

Input: Category: lights, Subcategory: none, Action: statusquery, Sentence: Avoid dimming lights this evening, 8 PM
Expected: Lights will not be dimmed this evening.
Generated: All non-dimming lights will be turned to 100% this afternoon.
ROUGE-L Score: 44.44%
BERTScore: 89.91%

Input: Category: lights, Subcategory: toilet, Action: on, Sentence: Turn on toilet lights at eight o'clock
Expected: Toilet lights will be turned on at eight o'clock.
Generated: Toilet lights will be turned on at 8 o’clock.
ROUGE-L Score: 90.00%
BERTScore: 99.11%

Input: Category: shutters, Subcategory: bathroom, Action: down, Sentence: Close bathroom shades next week, June 12
Expected: Bathroom shades will be closed next week.
Generated: Bathroom shades will be closed next weeks.
ROUGE-L Score: 100.00%
BERTScore: 98.55%

Input: Category: music, Subcategory: sleeptimer, Action: check, Sentence: What's the sleep timer?
Expected: Sleep timer status retrieved
Generated: Sleep timer status retrieved.
ROUGE-L Score: 100.00%
BERTScore: 98.83%

Input: Category: shutters, Subcategory: none, Action: down, Sentence: Shut all drapes after 30 minutes
Expected: All drapes will be shut after 30 minutes.
Generated: Drapes will be shut shortly.
ROUGE-L Score: 61.54%
BERTScore: 89.03%

Input: Category: music, Subcategory: source, Action: check, Sentence: Review source now
Expected: Source reviewed now
Generated: source reviewed now  for you  now.
ROUGE-L Score: 66.67%
BERTScore: 84.89%

Input: Category: shutters, Subcategory: basement, Action: up, Sentence: Raise basement shades
Expected: Shades raised
Generated: Shades raised for the basement
ROUGE-L Score: 57.14%
BERTScore: 91.50%

Input: Category: music, Subcategory: playbackspeed, Action: check, Sentence: Check speed at 5 PM
Expected: Speed info will be available at 5 PM.
Generated: Playback speed status will be reviewed at the scheduled time.
ROUGE-L Score: 44.44%
BERTScore: 88.83%

Input: Category: music, Subcategory: playlist, Action: create, Sentence: Initiate playlist today
Expected: Playlist initiated today
Generated: Playlist initiated today.
ROUGE-L Score: 100.00%
BERTScore: 98.42%

Input: Category: camera, Subcategory: basement, Action: statusquery, Sentence: Review feed immediately
Expected: Feed reviewed immediately
Generated: Feed reviewed immediately.
ROUGE-L Score: 100.00%
BERTScore: 99.06%

Input: Category: music, Subcategory: playbackspeed, Action: adjustspeed, Sentence: Set playback speed
Expected: Playback speed updated
Generated: Playback speed set.
ROUGE-L Score: 66.67%
BERTScore: 95.66%

Input: Category: camera, Subcategory: dining room, Action: statusquery, Sentence: Assess dining room surveillance
Expected: dining room Surveillance assessed.
Generated: Surveillance assessed successfully.
ROUGE-L Score: 57.14%
BERTScore: 91.47%

Input: Category: lights, Subcategory: library, Action: off, Sentence: Deactivate library lighting
Expected: Library lighting deactivated
Generated: Library lighting deactivated.
ROUGE-L Score: 100.00%
BERTScore: 99.16%

Input: Category: camera, Subcategory: cellar, Action: on, Sentence: Turn on cellar camera at 7 PM
Expected: Cellar camera will start at 7 PM.
Generated: Cellar camera will start at seven PM
ROUGE-L Score: 85.71%
BERTScore: 97.72%

Input: Category: music, Subcategory: voicecontrol, Action: enable, Sentence: Engage voice commands for music system
Expected: Voice commands engaged
Generated: Voice commands engaged.
ROUGE-L Score: 100.00%
BERTScore: 98.72%

Input: Category: lights, Subcategory: kitchen, Action: on, Sentence: Turn on kitchen lights after 25 minutes
Expected: Kitchen lights will turn on after 25 minutes
Generated: Kitchen lights will be turned on in twenty-five minutes.
ROUGE-L Score: 66.67%
BERTScore: 94.60%

Input: Category: camera, Subcategory: attic, Action: statusquery, Sentence: Assess camera condition now
Expected: Condition of camera assessed now.
Generated: Camera assessed now
ROUGE-L Score: 75.00%
BERTScore: 93.28%

Input: Category: camera, Subcategory: all, Action: statusquery, Sentence: Assess all camera conditions
Expected: Conditions assessed
Generated: Camera conditions assessed.
ROUGE-L Score: 80.00%
BERTScore: 93.63%

Input: Category: music, Subcategory: song, Action: play, Sentence: Play song at nine o'clock
Expected: Song will start at nine o'clock.
Generated: Song will start at 9 o’clock.
ROUGE-L Score: 85.71%
BERTScore: 98.46%

Input: Category: camera, Subcategory: all, Action: on, Sentence: Turn all cameras on
Expected: All cameras on
Generated: Cameras turned on.
ROUGE-L Score: 66.67%
BERTScore: 89.18%

Input: Category: music, Subcategory: genre, Action: play, Sentence: Play alternative music this 03 March
Expected: Alternative music playing this 03 March.
Generated: Alternative music playing this afternoon
ROUGE-L Score: 72.73%
BERTScore: 91.89%

Input: Category: camera, Subcategory: kitchen, Action: statusquery, Sentence: Examine kitchen camera condition
Expected: Condition examined
Generated: Kitchen camera status examined
ROUGE-L Score: 33.33%
BERTScore: 91.04%

Input: Category: shutters, Subcategory: library, Action: up, Sentence: Elevate drapes after 15 minutes
Expected: Drapes will be elevated after 15 minutes.
Generated: Drapes will be elevated shortly
ROUGE-L Score: 66.67%
BERTScore: 94.46%

Input: Category: music, Subcategory: playlist, Action: removesong, Sentence: Delete track "this evening, 8 PM"
Expected: Song will be removed from playlist this evening.
Generated: Track will be removed from playlist this evening
ROUGE-L Score: 87.50%
BERTScore: 99.52%

Input: Category: music, Subcategory: voicecontrol, Action: enable, Sentence: Turn on voice control in 10 minutes
Expected: Voice control will be enabled in 10 minutes.
Generated: Voice control will be enabled in ten minutes
ROUGE-L Score: 87.50%
BERTScore: 98.93%

Input: Category: music, Subcategory: schedule, Action: stop, Sentence: End schedule "next Monday, June 9"
Expected: Scheduled music will be stopped next Monday.
Generated: Schedule will be stopped next Monday
ROUGE-L Score: 92.31%
BERTScore: 93.97%

Input: Category: music, Subcategory: schedule, Action: play, Sentence: Activate schedule at 6 PM
Expected: Schedule will be activated at 6 PM.
Generated: Schedule will be activated at six PM.
ROUGE-L Score: 85.71%
BERTScore: 99.16%

Input: Category: shutters, Subcategory: cellar, Action: down, Sentence: Drop cellar shades
Expected: Shades dropped
Generated: Shades dropped for the cellar.
ROUGE-L Score: 57.14%
BERTScore: 89.33%

Input: Category: camera, Subcategory: backyard, Action: statusquery, Sentence: Analyze backyard surveillance status
Expected: Status analyzed
Generated: Status analyzed
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: shutters, Subcategory: bathroom, Action: up, Sentence: Raise bathroom shades
Expected: Shades raised
Generated: Shades raised for the bathroom.
ROUGE-L Score: 57.14%
BERTScore: 91.60%

Input: Category: lights, Subcategory: kitchen, Action: statusquery, Sentence: Show kitchen lights
Expected: Kitchen lights status shown
Generated: Kitchen lights status shown.
ROUGE-L Score: 100.00%
BERTScore: 98.29%

Input: Category: camera, Subcategory: bathroom, Action: on, Sentence: Turn on bathroom surveillance system
Expected: Bathroom system powered on
Generated: Bathroom surveillance started
ROUGE-L Score: 28.57%
BERTScore: 92.22%

Input: Category: camera, Subcategory: dining room, Action: statusquery, Sentence: Review dining room camera footage
Expected: Footage reviewed
Generated: Dining room footage reviewed.
ROUGE-L Score: 66.67%
BERTScore: 87.72%

Input: Category: music, Subcategory: playback, Action: repeat, Sentence: Enable repeat mode
Expected: Repeat mode on
Generated: Repeat mode enabled
ROUGE-L Score: 66.67%
BERTScore: 96.24%

Input: Category: camera, Subcategory: backyard, Action: on, Sentence: Begin surveillance now
Expected: Surveillance begun now
Generated: Surveillance begun now.
ROUGE-L Score: 100.00%
BERTScore: 98.48%

Input: Category: lights, Subcategory: random, Action: on, Sentence: Switch on random lighting
Expected: Random lighting switched on
Generated: Random lighting switched on.
ROUGE-L Score: 100.00%
BERTScore: 97.61%

Input: Category: camera, Subcategory: dining room, Action: statusquery, Sentence: Monitor activity today
Expected: Activity monitored today
Generated: Activity monitored today
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: camera, Subcategory: backyard, Action: on, Sentence: Begin backyard camera feed
Expected: Feed begun
Generated: Backyard feed activated.
ROUGE-L Score: 40.00%
BERTScore: 86.38%

Input: Category: camera, Subcategory: toilet, Action: on, Sentence: Enable monitoring in the toilet at 2 AM
Expected: toilet monitoring scheduled at 2 AM
Generated: Toilet monitoring will start then.
ROUGE-L Score: 36.36%
BERTScore: 87.01%

Input: Category: camera, Subcategory: all, Action: on, Sentence: Activate all surveillance now
Expected: Surveillance activated now
Generated: All surveillance activated now.
ROUGE-L Score: 85.71%
BERTScore: 94.75%

Input: Category: music, Subcategory: multisource, Action: check, Sentence: Check multi-source playback "this evening, 8 PM"
Expected: Multi-source status will be checked this evening.
Generated: Multi-source status will be reviewed this evening.
ROUGE-L Score: 87.50%
BERTScore: 98.69%

Input: Category: shutters, Subcategory: none, Action: down, Sentence: Close all shades at seven o'clock
Expected: All shutters will be closed at seven o'clock.
Generated: All shades will be closed at 7 o’clock.
ROUGE-L Score: 77.78%
BERTScore: 96.00%

Input: Category: lights, Subcategory: all, Action: on, Sentence: Activate entire lighting
Expected: Entire lighting activated
Generated: Entire lighting activated.
ROUGE-L Score: 100.00%
BERTScore: 99.32%

Input: Category: music, Subcategory: volume, Action: mute, Sentence: Stop sound now
Expected: Sound stopped now
Generated: sound stopped  now  for  the  next  few  hours.
ROUGE-L Score: 54.55%
BERTScore: 83.50%

Input: Category: camera, Subcategory: attic, Action: on, Sentence: Engage attic surveillance
Expected: Attic surveillance is now active.
Generated: Surveillance engaged in attic.
ROUGE-L Score: 22.22%
BERTScore: 87.25%

Input: Category: music, Subcategory: podcast, Action: play, Sentence: Launch podcast immediately
Expected: Podcast launched immediately
Generated: Podcast launched immediately
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: shutters, Subcategory: kitchen, Action: down, Sentence: Shut curtains tonight
Expected: Curtains shut tonight.
Generated: Curtains shut tonight.
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: shutters, Subcategory: toilet, Action: statusquery, Sentence: Keep toilet shutters unchanged in 20 minutes
Expected: Toilet shutters will remain unchanged in 20 minutes.
Generated: Toilet shutter status will not be changed.
ROUGE-L Score: 40.00%
BERTScore: 90.95%

Input: Category: lights, Subcategory: none, Action: off, Sentence: Disable all lights "next Monday, June 9"
Expected: All lights will be turned off next Monday.
Generated: All lights will be turned off next Monday.
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: music, Subcategory: queue, Action: add, Sentence: Include song now
Expected: Song included now
Generated: Song included now.
ROUGE-L Score: 100.00%
BERTScore: 98.91%

Input: Category: music, Subcategory: schedule, Action: play, Sentence: Launch schedule
Expected: Schedule launched
Generated: schedule launched 1:30 PM
ROUGE-L Score: 57.14%
BERTScore: 89.71%

Input: Category: shutters, Subcategory: cellar, Action: statusquery, Sentence: Monitor cellar blinds
Expected: Blinds monitored
Generated: Blinds monitored for the cellar
ROUGE-L Score: 57.14%
BERTScore: 95.09%

Input: Category: shutters, Subcategory: basement, Action: up, Sentence: Raise shutters at six o'clock
Expected: Basement shutters will be opened at six o'clock.
Generated: All basement shades will be lifted at 06:00.
ROUGE-L Score: 44.44%
BERTScore: 90.32%

Input: Category: music, Subcategory: queue, Action: check, Sentence: Monitor queue contents
Expected: Queue contents monitored
Generated: Queue contents monitored.
ROUGE-L Score: 100.00%
BERTScore: 97.73%

Input: Category: music, Subcategory: playlist, Action: selectplaylist, Sentence: Activate playlist today
Expected: Playlist activated today
Generated: Playlist activated today.
ROUGE-L Score: 100.00%
BERTScore: 98.66%

Input: Category: music, Subcategory: playback, Action: skip, Sentence: Advance to the next song now
Expected: Playback skipped to next song.
Generated: Next song playing now.
ROUGE-L Score: 44.44%
BERTScore: 87.02%

Input: Category: camera, Subcategory: living room, Action: statusquery, Sentence: Analyze living room camera
Expected: Living room camera analyzed
Generated: Living room analysis completed.
ROUGE-L Score: 50.00%
BERTScore: 92.58%

Input: Category: camera, Subcategory: kitchen, Action: statusquery, Sentence: Open kitchen camera
Expected: Camera opened
Generated: Kitchen camera opened.
ROUGE-L Score: 80.00%
BERTScore: 90.76%

Input: Category: lights, Subcategory: library, Action: on, Sentence: Power on library lights
Expected: Library lights powered on
Generated: Library lights powered on.
ROUGE-L Score: 100.00%
BERTScore: 99.08%

Input: Category: music, Subcategory: podcast, Action: skip, Sentence: Skip forward 30 seconds in the podcast
Expected: Skipped forward 30 seconds in the podcast.
Generated: Podcast will advance by thirty seconds.
ROUGE-L Score: 15.38%
BERTScore: 86.99%

Input: Category: music, Subcategory: device, Action: switchdevice, Sentence: Switch device to patio speaker "this evening, 7 PM"
Expected: Music will switch to patio speaker this evening.
Generated: Device will be switched this evening.
ROUGE-L Score: 57.14%
BERTScore: 93.83%

Input: Category: music, Subcategory: playback, Action: pause, Sentence: Pause music playback "next Monday, June 9"
Expected: Playback will be paused next Monday.
Generated: Playback will be paused next Monday.
ROUGE-L Score: 100.00%
BERTScore: 100.00%

Input: Category: music, Subcategory: artist, Action: play, Sentence: Start artist’s songs
Expected: Artist’s music started.
Generated: Songs starting now.
ROUGE-L Score: 28.57%
BERTScore: 88.51%

Input: Category: music, Subcategory: multisource, Action: play, Sentence: Play Spotify in the living room and radio in the kitchen
Expected: Spotify playing in the living room radio in the kitchen.
Generated: Spotify is now playing, radio is playing in kitchen.
ROUGE-L Score: 52.63%
BERTScore: 90.54%

